Local time in Beijing / Peking,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.01.2020 17:00,4.9,765.6,768.7,,22,Wind blowing from the west-northwest,3,,9,no clouds, ,,,-6.3,6.6,,,,,,27.0,-15.0,No precipitation,6,,,,
10.01.2020 14:00,5.7,765.4,768.4,-1.6,23,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.7,,,,,,22.0,-13.8,No precipitation,12,,,,
10.01.2020 11:00,3.2,767.0,770.1,,29,Wind blowing from the north,3,,5,no clouds, ,,,-6.3,4.7,,,,,,19.0,-13.1,No precipitation,6,,,,
10.01.2020 08:00,-5.8,767.1,770.2,0.2,71,Wind blowing from the west,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,4.7,,,2500 or more  or no clouds.,,,6.0,-10.2,No precipitation,12,,,,
10.01.2020 05:00,-4.7,766.9,770.1,,79,Wind blowing from the east-northeast,1,,,,Haze. ,,,-7.0,4.7,,,,,,2.3,-7.9,No precipitation,6,,,,
10.01.2020 02:00,-3.6,767.5,770.6,-0.2,83,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.7,,,2500 or more  or no clouds.,,,1.6,-6.1,No precipitation,12,,,,
09.01.2020 23:00,-1.1,767.7,770.8,,71,Wind blowing from the south-west,1,,5,,Haze. ,,,-7.0,4.7,,,,,,2.3,-5.7,No precipitation,6,,,,
09.01.2020 20:00,0.3,767.2,770.4,0.6,58,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.7,,,2500 or more  or no clouds.,,,4.3,-7.0,No precipitation,12,,,,
09.01.2020 17:00,2.2,766.6,769.8,,37,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%, ,,,-7.0,4.7,,,2500 or more  or no clouds.,,,16.0,-11.0,No precipitation,6,,,,
09.01.2020 14:00,4.2,766.8,769.9,-1.9,30,Wind blowing from the south-southwest,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,5.8,,,2500 or more  or no clouds.,,,18.0,-11.8,No precipitation,12,,,,
09.01.2020 11:00,1.1,768.7,771.8,,34,Wind blowing from the north-east,3,,5,no clouds, ,,,-7.0,5.8,,,,,,21.0,-13.0,No precipitation,6,,,,
09.01.2020 08:00,-6.3,768.7,771.9,0.5,64,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,,,,,,,15.0,-12.0,No precipitation,12,,,,
09.01.2020 05:00,-4.4,768.2,771.4,,52,Wind blowing from the north-east,2,,,, ,,,-6.5,5.8,,,,,,27.0,-12.8,No precipitation,6,,,,
09.01.2020 02:00,-6.2,769.0,772.1,0.0,80,Wind blowing from the north-east,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,5.8,,,2500 or more  or no clouds.,,,5.0,-9.1,No precipitation,12,,,,
08.01.2020 23:00,-3.8,769.0,772.2,,72,Calm  no wind,0,,,,Haze. ,,,-3.8,5.8,,,,,,5.0,-8.1,No precipitation,6,,,,
08.01.2020 20:00,-2.2,769.2,772.3,0.6,61,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.8,,,,,,8.0,-8.7,No precipitation,12,,,,
08.01.2020 17:00,2.9,768.6,771.7,,37,Wind blowing from the south-southwest,1,,7,no clouds, ,,,-1.9,5.8,,,,,,16.0,-10.4,No precipitation,6,,,,
08.01.2020 14:00,5.1,768.2,771.3,-1.5,25,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,5.1,,,,,,30.0,-13.3,No precipitation,12,,,,
08.01.2020 11:00,2.7,769.7,772.8,,28,Wind blowing from the north,4,,,no clouds, ,,,,,,,,,,30.0,-14.0,,,,,,
08.01.2020 08:00,-1.7,769.7,772.9,1.2,38,Wind blowing from the north,2,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,2.8,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
08.01.2020 05:00,-0.9,768.5,771.6,,36,Wind blowing from the north-northwest,4,,11,, ,,,-1.1,2.8,,,,,,30.0,-14.1,No precipitation,6,,,,
08.01.2020 02:00,-0.3,768.4,771.4,0.9,33,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,2.8,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
07.01.2020 23:00,1.2,767.5,770.6,,29,Wind blowing from the north,5,,11,, ,,,-0.5,2.8,,,,,,30.0,-14.9,No precipitation,6,,,,
07.01.2020 20:00,1.8,766.3,769.4,1.1,30,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,2.8,,,2500 or more  or no clouds.,,,27.0,-13.9,No precipitation,12,,,,
07.01.2020 17:00,2.6,765.2,768.3,,30,Wind blowing from the north,3,,8,90  or more  but not 100%, ,,,-1.2,2.7,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
07.01.2020 14:00,1.8,765.4,768.4,-2.1,39,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,3.5,,,2500 or more  or no clouds.,,,28.0,-10.7,No precipitation,12,,,,
07.01.2020 11:00,0.2,767.5,770.6,,42,Wind blowing from the north-east,4,,7,90  or more  but not 100%, ,,,-1.2,3.5,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,6,,,,
07.01.2020 08:00,-0.3,767.1,770.2,1.0,43,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,3.5,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
07.01.2020 05:00,0.2,766.1,769.2,,42,Wind blowing from the north-northeast,3,,7,, ,,,-2.3,3.5,,,,,,30.0,-11.2,No precipitation,6,,,,
07.01.2020 02:00,1.2,766.5,769.6,0.0,44,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.5,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,12,,,,
06.01.2020 23:00,1.2,766.5,769.6,,63,Wind blowing from the north-east,3,,6,, ,,,-2.3,3.5,,,,,,13.0,-5.1,No precipitation,6,,,,
06.01.2020 20:00,-1.0,765.7,768.7,0.7,90,Wind blowing from the west,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.5,,,2500 or more  or no clouds.,,,1.5,-2.4,No precipitation,12,,,,
06.01.2020 17:00,1.4,765.0,768.1,,78,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.5,,,2500 or more  or no clouds.,,,3.1,-2.0,No precipitation,6,,,,
06.01.2020 14:00,3.3,765.3,768.4,-2.5,70,Wind blowing from the north,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.3,,,1500-2000,,,3.5,-1.8,0.3,12,,,,
06.01.2020 11:00,0.4,767.8,770.8,,91,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,2.4,,,200-300,,,1.4,-0.9,No precipitation,6,,,,
06.01.2020 08:00,-0.6,767.0,770.1,0.1,95,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.4,,,300-600,,,1.2,-1.3,4.0,12,,,,
06.01.2020 05:00,-1.9,766.9,769.9,,94,Wind blowing from the east-northeast,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-6.0,2.4,,,,,,0.6,-2.7,2.0,6,,,,
06.01.2020 02:00,-0.7,768.4,771.5,-0.8,94,Wind blowing from the east-northeast,1,,,,Intermittent fall of snowflakes  moderate at time of observation. ,,,-6.0,2.4,,,2500 or more  or no clouds.,,,0.5,-1.5,4.0,12,,,,
05.01.2020 23:00,-0.3,769.2,772.3,,93,Wind blowing from the north-east,1,,,,Intermittent fall of snowflakes  moderate at time of observation. ,,,,2.4,,,,,,0.5,-1.3,3.0,6,,,,
05.01.2020 20:00,-0.1,769.9,773.0,0.4,87,Wind blowing from the south-west,1,,4,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.7,,,600-1000,,,0.9,-2.0,0.6,12,,,,
05.01.2020 17:00,1.9,769.5,772.6,,53,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,-6.0,6.3,,,2500 or more  or no clouds.,,,8.0,-6.7,No precipitation,6,,,,
05.01.2020 14:00,2.2,769.9,773.0,-2.1,55,Wind blowing from the north-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.6,,,1500-2000,,,8.0,-5.9,No precipitation,12,,,,
05.01.2020 11:00,1.1,772.0,775.2,,61,Wind blowing from the east-northeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.6,,,300-600,,,6.0,-5.6,No precipitation,6,,,,
05.01.2020 08:00,-3.5,771.1,774.3,0.2,81,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,2500 or more  or no clouds.,,,5.0,-6.3,No precipitation,12,,,,
05.01.2020 05:00,-5.5,770.9,774.1,,82,Calm  no wind,0,,,,Haze. ,,,-6.7,9.6,,,,,,3.8,-8.1,No precipitation,6,,,,
05.01.2020 02:00,-3.0,771.1,774.1,0.2,77,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,9.6,,,2500 or more  or no clouds.,,,4.8,-6.5,No precipitation,12,,,,
04.01.2020 23:00,-1.4,770.9,774.0,,58,Wind blowing from the north-east,2,,6,,Haze. ,,,-6.7,9.6,,,,,,6.0,-8.8,No precipitation,6,,,,
04.01.2020 20:00,-0.2,769.9,773.0,1.8,47,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,9.6,,,,,,11.0,-10.4,No precipitation,12,,,,
04.01.2020 17:00,6.3,768.1,771.1,,23,Wind blowing from the west,1,,6,no clouds, ,,,-6.7,9.6,,,,,,30.0,-13.3,No precipitation,6,,,,
04.01.2020 14:00,8.9,768.1,771.2,-0.9,19,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,9.0,,,,,,30.0,-13.5,No precipitation,12,,,,
04.01.2020 11:00,6.0,769.0,772.0,,24,Wind blowing from the north-east,4,,6,no clouds, ,,,-6.7,7.7,,,,,,30.0,-13.0,No precipitation,6,,,,
04.01.2020 08:00,-4.3,768.0,771.1,0.5,63,Wind blowing from the north-east,1,,2,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,,,,2500 or more  or no clouds.,,,6.0,-10.3,No precipitation,12,,,,
04.01.2020 05:00,-6.1,767.5,770.6,,74,Wind blowing from the east,1,,2,,Haze. ,,,-7.9,7.7,,,,,,3.0,-10.1,No precipitation,6,,,,
04.01.2020 02:00,-4.9,767.4,770.5,-0.3,65,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.7,,,2500 or more  or no clouds.,,,3.7,-10.5,No precipitation,12,,,,
03.01.2020 23:00,-3.3,767.7,770.8,,57,Calm  no wind,0,,,,Haze. ,,,-7.9,7.7,,,,,,4.7,-10.6,No precipitation,6,,,,
03.01.2020 20:00,-1.2,767.6,770.8,0.1,47,Wind blowing from the south-west,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.7,,,2500 or more  or no clouds.,,,6.0,-11.3,No precipitation,12,,,,
03.01.2020 17:00,4.0,767.5,770.7,,29,Wind blowing from the south-west,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-12.4,,,,,,
03.01.2020 14:00,7.3,767.5,770.6,-2.4,22,Wind blowing from the south-west,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.3,,,2500 or more  or no clouds.,,,14.0,-13.0,No precipitation,12,,,,
03.01.2020 11:00,3.3,769.9,773.0,,28,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,23.0,-13.5,,,,,,
03.01.2020 08:00,-7.2,769.9,773.0,0.6,73,Wind blowing from the east-northeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.2,,,,,,5.0,-11.2,No precipitation,12,,,,
03.01.2020 05:00,-7.3,769.3,772.4,,66,Wind blowing from the north,1,,4,,Haze. ,,,-10.4,4.2,,,,,,5.0,-12.6,No precipitation,6,,,,
03.01.2020 02:00,-6.5,770.1,773.2,-0.3,60,Wind blowing from the west-southwest,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,4.2,,,2500 or more  or no clouds.,,,5.0,-13.0,No precipitation,12,,,,
02.01.2020 23:00,-4.6,770.4,773.5,,51,Calm  no wind,0,,,, ,,,-10.4,4.2,,,,,,7.0,-13.2,No precipitation,6,,,,
02.01.2020 20:00,-2.7,770.6,773.8,0.7,42,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,4.2,,,2500 or more  or no clouds.,,,8.0,-14.1,No precipitation,12,,,,
02.01.2020 17:00,1.2,769.9,773.1,,26,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,-10.4,4.2,,,2500 or more  or no clouds.,,,11.0,-16.2,No precipitation,6,,,,
02.01.2020 14:00,3.3,769.5,772.6,-2.2,23,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,3.3,,,2500 or more  or no clouds.,,,12.0,-15.9,No precipitation,12,,,,
02.01.2020 11:00,0.4,771.7,774.8,,29,Wind blowing from the west-southwest,3,,4,90  or more  but not 100%, ,,,-10.4,0.6,,,2500 or more  or no clouds.,,,11.0,-15.6,No precipitation,6,,,,
02.01.2020 08:00,-7.8,771.0,774.2,0.4,54,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.6,,,,,,11.0,-15.5,No precipitation,12,,,,
02.01.2020 05:00,-9.9,770.6,773.8,,61,Calm  no wind,0,,,,Haze. ,,,-10.5,0.6,,,,,,6.0,-16.0,No precipitation,6,,,,
02.01.2020 02:00,-8.0,771.0,774.1,-0.1,55,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.6,,,2500 or more  or no clouds.,,,7.0,-15.5,No precipitation,12,,,,
01.01.2020 23:00,-7.6,771.1,774.4,,51,Wind blowing from the east-northeast,1,,3,, ,,,-10.5,0.6,,,,,,10.0,-16.2,No precipitation,6,,,,
01.01.2020 20:00,-5.3,771.1,774.3,,38,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.6,,,,,,14.0,-17.4,No precipitation,12,,,,
01.01.2020 17:00,-1.3,770.0,773.2,,22,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-10.5,0.6,,,,,,17.0,-20.3,No precipitation,6,,,,
01.01.2020 14:00,-0.7,769.9,773.1,-2.3,20,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-0.7,,,,,,19.0,-20.9,No precipitation,12,,,,
01.01.2020 11:00,-3.9,772.2,775.4,,25,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-10.5,-3.0,,,,,,20.0,-21.1,No precipitation,6,,,,
01.01.2020 08:00,-10.1,771.7,774.9,0.5,51,Wind blowing from the east-northeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,,,,2500 or more  or no clouds.,,,20.0,-18.3,No precipitation,12,,,,
